tube_assembly_id;supplier;quote_date;annual_usage;min_order_quantity;bracket_pricing;quantity;cost
TA-00054;S-0064;21/06/2005;5;0;Yes;6;16.575.507.864.881
TA-00056;S-0066;01/09/2013;0;0;Yes;1;28.646.862.115.589
TA-00056;S-0066;01/09/2013;0;0;Yes;2;167.869.443.532.547
TA-00056;S-0066;01/09/2013;0;0;Yes;5;967.043.728.404.266
TA-00056;S-0066;01/09/2013;0;0;Yes;10;730.012.296.701.034
TA-00056;S-0066;01/09/2013;0;0;Yes;25;587.570.872.954.491
TA-00056;S-0066;01/09/2013;0;0;Yes;50;546.952.810.714.266
TA-00056;S-0066;01/09/2013;0;0;Yes;100;528.034.809.122.928
TA-00056;S-0066;01/09/2013;0;0;Yes;250;516.906.572.892.729
TA-00058;S-0072;29/07/2014;2;0;Yes;2;119.155.589.434.853
TA-00058;S-0072;29/07/2014;2;0;Yes;4;864.663.955.086.438
TA-00058;S-0072;29/07/2014;2;0;Yes;6;722.778.943.151.405
TA-00058;S-0072;29/07/2014;2;0;Yes;8;645.159.495.445.769
TA-00061;S-0066;01/06/2013;0;0;Yes;1;213.217.006.170.607
TA-00061;S-0066;01/06/2013;0;0;Yes;2;117.569.815.772.049
TA-00061;S-0066;01/06/2013;0;0;Yes;5;602.037.580.053.749
TA-00061;S-0066;01/06/2013;0;0;Yes;10;410.631.916.894.332
TA-00061;S-0066;01/06/2013;0;0;Yes;25;29.573.287.781.753
TA-00061;S-0066;01/06/2013;0;0;Yes;50;264.295.610.467.219
TA-00061;S-0066;01/06/2013;0;0;Yes;100;250.107.109.273.716
TA-00061;S-0066;01/06/2013;0;0;Yes;250;241.760.932.101.067
TA-00062;S-0041;03/06/2014;200;60;No;60;237.587.843.514.742
TA-00063;S-0041;03/06/2014;200;40;No;40;154.960.689.505.517
TA-00064;S-0041;03/06/2014;300;60;No;60;218.391.636.017.649
TA-00066;S-0062;06/04/1999;8821;1;No;1;126.305.481.212.755
TA-00068;S-0026;19/08/2002;701;1;Yes;1;478.792.363.804.299
TA-00073;S-0026;05/07/2000;115;1;No;1;107.470.941.393.144
TA-00076;S-0066;11/08/2013;0;0;Yes;1;225.068.577.755.769
TA-00076;S-0066;11/08/2013;0;0;Yes;2;129.421.387.357.211
TA-00076;S-0066;11/08/2013;0;0;Yes;5;72.027.508.999.961
TA-00076;S-0066;11/08/2013;0;0;Yes;10;529.147.632.745.948
TA-00076;S-0066;11/08/2013;0;0;Yes;25;414.248.593.669.146
TA-00076;S-0066;11/08/2013;0;0;Yes;50;38.253.312.041.308
TA-00076;S-0066;11/08/2013;0;0;Yes;100;368.622.825.125.332
TA-00076;S-0066;11/08/2013;0;0;Yes;250;359.998.442.046.928
TA-00077;S-0066;05/04/2012;5;0;Yes;3;353.043.294.403.054
TA-00077;S-0066;05/04/2012;5;0;Yes;6;231.578.595.950.435
TA-00077;S-0066;05/04/2012;5;0;Yes;9;18.792.808.933.748
TA-00077;S-0066;05/04/2012;5;0;Yes;12;162.472.248.960.901
TA-00078;S-0066;01/06/2013;0;0;Yes;1;216.054.706.409.308
TA-00078;S-0066;01/06/2013;0;0;Yes;2;12.040.751.601.075
TA-00078;S-0066;01/06/2013;0;0;Yes;5;630.136.376.535.001
TA-00078;S-0066;01/06/2013;0;0;Yes;10;438.730.713.375.583
TA-00078;S-0066;01/06/2013;0;0;Yes;25;324.109.880.204.537
TA-00078;S-0066;01/06/2013;0;0;Yes;50;292.394.406.948.471
TA-00078;S-0066;01/06/2013;0;0;Yes;100;278.205.905.754.967
TA-00078;S-0066;01/06/2013;0;0;Yes;250;269.859.728.582.318
TA-00080;S-0066;11/08/2013;0;0;Yes;1;215.387.012.235.496
TA-00080;S-0066;11/08/2013;0;0;Yes;2;119.739.821.836.938
TA-00080;S-0066;11/08/2013;0;0;Yes;5;623.459.434.796.882
TA-00080;S-0066;11/08/2013;0;0;Yes;10;432.053.771.637.464
TA-00080;S-0066;11/08/2013;0;0;Yes;25;317.432.938.466.418
TA-00080;S-0066;11/08/2013;0;0;Yes;50;285.717.465.210.351
TA-00080;S-0066;11/08/2013;0;0;Yes;100;271.807.169.922.603
TA-00080;S-0066;11/08/2013;0;0;Yes;250;263.182.786.844.199
TA-00082;S-0066;11/08/2013;0;0;Yes;1;214.914.062.195.712
TA-00082;S-0066;11/08/2013;0;0;Yes;2;119.266.871.797.154
TA-00082;S-0066;11/08/2013;0;0;Yes;5;618.729.934.399.047
TA-00082;S-0066;11/08/2013;0;0;Yes;10;42.732.427.123.963
TA-00082;S-0066;11/08/2013;0;0;Yes;25;312.703.438.068.583
TA-00082;S-0066;11/08/2013;0;0;Yes;50;280.987.964.812.517
TA-00082;S-0066;11/08/2013;0;0;Yes;100;266.799.463.619.014
TA-00082;S-0066;11/08/2013;0;0;Yes;250;258.453.286.446.365
TA-00083;S-0066;01/06/2013;0;0;Yes;1;214.914.062.195.712
TA-00083;S-0066;01/06/2013;0;0;Yes;2;119.266.871.797.154
TA-00083;S-0066;01/06/2013;0;0;Yes;5;618.729.934.399.047
TA-00083;S-0066;01/06/2013;0;0;Yes;10;42.732.427.123.963
TA-00083;S-0066;01/06/2013;0;0;Yes;25;312.703.438.068.583
TA-00083;S-0066;01/06/2013;0;0;Yes;50;280.987.964.812.517
TA-00083;S-0066;01/06/2013;0;0;Yes;100;266.799.463.619.014
TA-00083;S-0066;01/06/2013;0;0;Yes;250;258.453.286.446.365
TA-00084;S-0066;11/08/2013;0;0;Yes;1;215.971.244.637.581
TA-00084;S-0066;11/08/2013;0;0;Yes;2;120.324.054.239.023
TA-00084;S-0066;11/08/2013;0;0;Yes;5;629.301.758.817.736
TA-00084;S-0066;11/08/2013;0;0;Yes;10;437.896.095.658.319
TA-00084;S-0066;11/08/2013;0;0;Yes;25;323.275.262.487.272
TA-00084;S-0066;11/08/2013;0;0;Yes;50;291.559.789.231.206
TA-00084;S-0066;11/08/2013;0;0;Yes;100;277.371.288.037.702
TA-00084;S-0066;11/08/2013;0;0;Yes;250;269.025.110.865.053
TA-00085;S-0066;01/06/2013;0;0;Yes;1;215.637.397.550.675
TA-00085;S-0066;01/06/2013;0;0;Yes;2;119.990.207.152.117
TA-00085;S-0066;01/06/2013;0;0;Yes;5;625.963.287.948.677
TA-00085;S-0066;01/06/2013;0;0;Yes;10;434.557.624.789.259
TA-00085;S-0066;01/06/2013;0;0;Yes;25;319.936.791.618.212
TA-00085;S-0066;01/06/2013;0;0;Yes;50;288.221.318.362.146
TA-00085;S-0066;01/06/2013;0;0;Yes;100;274.311.023.074.398
TA-00085;S-0066;01/06/2013;0;0;Yes;250;265.686.639.995.994
TA-00086;S-0066;11/08/2013;0;0;Yes;1;211.909.438.413.559
TA-00086;S-0066;11/08/2013;0;0;Yes;2;116.262.248.015.001
TA-00086;S-0066;11/08/2013;0;0;Yes;5;588.683.696.577.511
TA-00086;S-0066;11/08/2013;0;0;Yes;10;397.556.239.323.848
TA-00086;S-0066;11/08/2013;0;0;Yes;25;282.657.200.247.047
TA-00086;S-0066;11/08/2013;0;0;Yes;50;251.219.932.896.735
TA-00086;S-0066;11/08/2013;0;0;Yes;100;237.031.431.703.232
TA-00086;S-0066;11/08/2013;0;0;Yes;250;228.685.254.530.583
TA-00087;S-0066;01/06/2013;0;0;Yes;1;212.159.823.728.738
TA-00087;S-0066;01/06/2013;0;0;Yes;2;11.651.263.333.018
TA-00087;S-0066;01/06/2013;0;0;Yes;5;591.187.549.729.306
TA-00087;S-0066;01/06/2013;0;0;Yes;10;400.060.092.475.643
TA-00087;S-0066;01/06/2013;0;0;Yes;25;285.161.053.398.842
TA-00087;S-0066;01/06/2013;0;0;Yes;50;25.372.378.604.853
TA-00087;S-0066;01/06/2013;0;0;Yes;100;239.535.284.855.027
TA-00087;S-0066;01/06/2013;0;0;Yes;250;230.910.901.776.623
TA-00088;S-0013;01/05/2011;8;8;No;8;756.163.651.842.001
TA-00091;S-0066;01/06/2013;0;0;Yes;1;215.387.012.235.496
TA-00091;S-0066;01/06/2013;0;0;Yes;2;119.739.821.836.938
TA-00091;S-0066;01/06/2013;0;0;Yes;5;623.459.434.796.882
TA-00091;S-0066;01/06/2013;0;0;Yes;10;432.053.771.637.464
TA-00091;S-0066;01/06/2013;0;0;Yes;25;317.432.938.466.418
TA-00091;S-0066;01/06/2013;0;0;Yes;50;285.717.465.210.351
TA-00091;S-0066;01/06/2013;0;0;Yes;100;271.807.169.922.603
TA-00091;S-0066;01/06/2013;0;0;Yes;250;263.182.786.844.199
TA-00092;S-0066;01/06/2013;0;0;Yes;1;215.720.859.322.402
TA-00092;S-0066;01/06/2013;0;0;Yes;2;120.073.668.923.844
TA-00092;S-0066;01/06/2013;0;0;Yes;5;626.797.905.665.941
TA-00092;S-0066;01/06/2013;0;0;Yes;10;435.392.242.506.524
TA-00092;S-0066;01/06/2013;0;0;Yes;25;320.771.409.335.477
TA-00092;S-0066;01/06/2013;0;0;Yes;50;289.055.936.079.411
TA-00092;S-0066;01/06/2013;0;0;Yes;100;275.145.640.791.663
TA-00092;S-0066;01/06/2013;0;0;Yes;250;266.521.257.713.259
TA-00093;S-0066;01/06/2013;0;0;Yes;1;215.971.244.637.581
TA-00093;S-0066;01/06/2013;0;0;Yes;2;120.324.054.239.023
TA-00093;S-0066;01/06/2013;0;0;Yes;5;629.301.758.817.736
TA-00093;S-0066;01/06/2013;0;0;Yes;10;437.896.095.658.319
TA-00093;S-0066;01/06/2013;0;0;Yes;25;323.275.262.487.272
TA-00093;S-0066;01/06/2013;0;0;Yes;50;291.559.789.231.206
TA-00093;S-0066;01/06/2013;0;0;Yes;100;277.371.288.037.702
TA-00093;S-0066;01/06/2013;0;0;Yes;250;269.025.110.865.053
TA-00096;S-0066;01/06/2013;0;0;Yes;1;213.801.238.572.692
TA-00096;S-0066;01/06/2013;0;0;Yes;2;118.154.048.174.135
TA-00096;S-0066;01/06/2013;0;0;Yes;5;607.879.904.074.604
TA-00096;S-0066;01/06/2013;0;0;Yes;10;416.474.240.915.186
TA-00096;S-0066;01/06/2013;0;0;Yes;25;30.185.340.774.414
TA-00096;S-0066;01/06/2013;0;0;Yes;50;270.137.934.488.073
TA-00096;S-0066;01/06/2013;0;0;Yes;100;25.594.943.329.457
TA-00096;S-0066;01/06/2013;0;0;Yes;250;247.603.256.121.921
TA-00099;S-0066;01/10/2013;0;0;Yes;1;273.420.764.175.982
TA-00099;S-0066;01/10/2013;0;0;Yes;2;171.513.940.897.937
TA-00099;S-0066;01/10/2013;0;0;Yes;5;110.364.282.812.996
TA-00099;S-0066;01/10/2013;0;0;Yes;10;899.996.105.117.319
TA-00099;S-0066;01/10/2013;0;0;Yes;25;777.585.506.585.134
TA-00099;S-0066;01/10/2013;0;0;Yes;50;743.644.386.083.028
TA-00099;S-0066;01/10/2013;0;0;Yes;100;72.806.485.536.075
TA-00099;S-0066;01/10/2013;0;0;Yes;250;718.884.060.470.836
TA-00101;S-0014;01/05/2005;5;1;No;1;709.425.059.675.167
TA-00104;S-0041;07/02/2013;1;0;Yes;1;29.487.043.950.969
TA-00104;S-0041;07/02/2013;1;0;Yes;6;793.165.037.307.412
TA-00104;S-0041;07/02/2013;1;0;Yes;20;395.330.592.077.809
TA-00105;S-0066;26/01/2012;2;0;Yes;2;10.783.817.318.874
TA-00105;S-0066;26/01/2012;2;0;Yes;4;619.648.013.888.039
TA-00105;S-0066;26/01/2012;2;0;Yes;6;46.427.001.552.389
TA-00105;S-0066;26/01/2012;2;0;Yes;8;38.840.326.502.451
TA-00105;S-0066;26/01/2012;2;0;Yes;10;342.888.778.842.997
TA-00107;S-0072;11/07/2012;5;0;Yes;2;235.584.760.993.306
TA-00107;S-0072;11/07/2012;5;0;Yes;4;206.150.576.164.431
TA-00107;S-0072;11/07/2012;5;0;Yes;6;188.456.680.558.415
TA-00107;S-0072;11/07/2012;5;0;Yes;8;17.668.857.074.498
TA-00108;S-0066;01/10/2013;0;0;Yes;1;312.369.590.981.677
TA-00108;S-0066;01/10/2013;0;0;Yes;2;210.462.767.703.633
TA-00108;S-0066;01/10/2013;0;0;Yes;5;149.340.930.209.266
TA-00108;S-0066;01/10/2013;0;0;Yes;10;128.948.437.317.427
TA-00108;S-0066;01/10/2013;0;0;Yes;25;116.735.198.054.784
TA-00108;S-0066;01/10/2013;0;0;Yes;50;113.313.265.413.998
TA-00108;S-0066;01/10/2013;0;0;Yes;100;111.783.132.932.346
TA-00108;S-0066;01/10/2013;0;0;Yes;250;110.865.053.443.354
TA-00114;S-0072;26/08/2002;791;10;Yes;1;130.756.775.704.835
TA-00114;S-0072;10/06/2014;150;1;Yes;1;563.923.370.965.319
TA-00117;S-0041;07/02/2013;1;0;Yes;1;249.912.365.139.687
TA-00117;S-0041;07/02/2013;1;0;Yes;6;526.921.985.499.908
TA-00117;S-0041;07/02/2013;1;0;Yes;20;162.750.454.866.656
TA-00119;S-0066;01/07/2013;0;0;Yes;1;216.555.477.039.667
TA-00119;S-0066;01/07/2013;0;0;Yes;2;120.908.286.641.109
TA-00119;S-0066;01/07/2013;0;0;Yes;5;63.514.408.283.859
TA-00119;S-0066;01/07/2013;0;0;Yes;10;444.016.625.584.928
TA-00119;S-0066;01/07/2013;0;0;Yes;25;329.117.586.508.126
TA-00119;S-0066;01/07/2013;0;0;Yes;50;297.680.319.157.815
TA-00119;S-0066;01/07/2013;0;0;Yes;100;283.491.817.964.312
TA-00119;S-0066;01/07/2013;0;0;Yes;250;274.867.434.885.908
TA-00120;S-0066;01/07/2013;0;0;Yes;1;214.663.676.880.533
TA-00120;S-0066;01/07/2013;0;0;Yes;2;119.016.486.481.975
TA-00120;S-0066;01/07/2013;0;0;Yes;5;616.504.287.153.008
TA-00120;S-0066;01/07/2013;0;0;Yes;10;42.509.862.399.359
TA-00120;S-0066;01/07/2013;0;0;Yes;25;310.199.584.916.789
TA-00120;S-0066;01/07/2013;0;0;Yes;50;278.762.317.566.477
TA-00120;S-0066;01/07/2013;0;0;Yes;100;264.573.816.372.974
TA-00120;S-0066;01/07/2013;0;0;Yes;250;256.227.639.200.325
TA-00121;S-0066;01/07/2013;0;0;Yes;1;214.663.676.880.533
TA-00121;S-0066;01/07/2013;0;0;Yes;2;119.016.486.481.975
TA-00121;S-0066;01/07/2013;0;0;Yes;5;616.504.287.153.008
TA-00121;S-0066;01/07/2013;0;0;Yes;10;42.509.862.399.359
TA-00121;S-0066;01/07/2013;0;0;Yes;25;310.199.584.916.789
TA-00121;S-0066;01/07/2013;0;0;Yes;50;278.762.317.566.477
TA-00121;S-0066;01/07/2013;0;0;Yes;100;264.573.816.372.974
TA-00121;S-0066;01/07/2013;0;0;Yes;250;256.227.639.200.325
TA-00123;S-0066;01/09/2013;0;0;Yes;1;285.244.515.170.568
TA-00123;S-0066;01/09/2013;0;0;Yes;2;166.645.337.547.225
TA-00123;S-0066;01/09/2013;0;0;Yes;5;954.802.668.551.048
TA-00123;S-0066;01/09/2013;0;0;Yes;10;717.771.236.847.816
TA-00123;S-0066;01/09/2013;0;0;Yes;25;575.329.813.101.272
TA-00123;S-0066;01/09/2013;0;0;Yes;50;534.433.544.955.292
TA-00123;S-0066;01/09/2013;0;0;Yes;100;515.793.749.269.709
TA-00123;S-0066;01/09/2013;0;0;Yes;250;504.665.513.039.511
TA-00125;S-0066;01/10/2013;0;0;Yes;1;285.717.465.210.351
TA-00125;S-0066;01/10/2013;0;0;Yes;2;167.118.287.587.009
TA-00125;S-0066;01/10/2013;0;0;Yes;5;959.532.168.948.882
TA-00125;S-0066;01/10/2013;0;0;Yes;10;722.222.531.339.895
TA-00125;S-0066;01/10/2013;0;0;Yes;25;580.059.313.499.107
TA-00125;S-0066;01/10/2013;0;0;Yes;50;539.163.045.353.127
TA-00125;S-0066;01/10/2013;0;0;Yes;100;520.523.249.667.544
TA-00125;S-0066;01/10/2013;0;0;Yes;250;509.395.013.437.345
TA-00128;S-0064;06/02/2012;1;0;Yes;5;253.362.118.371.049
TA-00128;S-0064;06/02/2012;1;0;Yes;10;157.937.492.697.095
TA-00128;S-0064;06/02/2012;1;0;Yes;15;126.138.557.669.302
TA-00128;S-0064;06/02/2012;1;0;Yes;20;110.225.179.860.118
TA-00130;S-0054;10/04/2001;0;0;Yes;1;141.551.164.848.127
TA-00130;S-0054;10/04/2001;0;0;Yes;2;916.688.459.462.618
TA-00130;S-0054;10/04/2001;0;0;Yes;3;745.870.033.329.067
TA-00130;S-0054;10/04/2001;0;0;Yes;5;614.556.845.812.723
TA-00130;S-0054;10/04/2001;0;0;Yes;10;51.301.169.021.216
TA-00130;S-0054;10/04/2001;0;0;Yes;20;462.656.421.270.511
TA-00132;S-0066;01/10/2013;0;0;Yes;1;282.351.173.750.716
TA-00132;S-0066;01/10/2013;0;0;Yes;2;163.751.996.127.374
TA-00132;S-0066;01/10/2013;0;0;Yes;5;925.869.254.352.531
TA-00132;S-0066;01/10/2013;0;0;Yes;10;688.837.822.649.299
TA-00132;S-0066;01/10/2013;0;0;Yes;25;546.396.398.902.756
TA-00132;S-0066;01/10/2013;0;0;Yes;50;505.778.336.662.531
TA-00132;S-0066;01/10/2013;0;0;Yes;100;486.860.335.071.193
TA-00132;S-0066;01/10/2013;0;0;Yes;250;475.732.098.840.994
TA-00140;S-0066;12/05/2011;100;1;Yes;1;347.479.176.287.954
TA-00140;S-0066;01/08/2011;3223;1;Yes;1;164.697.896.206.941
TA-00140;S-0087;10/07/2009;1384;10;Yes;1;235.640.402.174.457
TA-00141;S-0064;12/11/2011;18;0;Yes;10;222.147.415.745.341
TA-00141;S-0064;12/11/2011;18;0;Yes;15;18.008.268.279.519
TA-00141;S-0064;12/11/2011;18;0;Yes;20;159.050.316.320.115
TA-00141;S-0064;12/11/2011;18;0;Yes;25;146.419.768.198.839
TA-00141;S-0064;12/11/2011;18;0;Yes;30;138.017.949.845.039
TA-00144;S-0066;03/03/2009;4;0;Yes;1;25.985.544.421.137
TA-00144;S-0066;03/03/2009;4;0;Yes;2;141.612.370.147.393
TA-00144;S-0066;03/03/2009;4;0;Yes;3;102.198.939.479.087
TA-00145;S-0066;01/06/2013;0;0;Yes;1;219.921.768.499.302
TA-00145;S-0066;01/06/2013;0;0;Yes;2;124.274.578.100.744
TA-00145;S-0066;01/06/2013;0;0;Yes;5;668.806.997.434.941
TA-00145;S-0066;01/06/2013;0;0;Yes;10;477.679.540.181.279
TA-00145;S-0066;01/06/2013;0;0;Yes;25;362.780.501.104.477
TA-00145;S-0066;01/06/2013;0;0;Yes;50;331.343.233.754.166
TA-00145;S-0066;01/06/2013;0;0;Yes;100;317.154.732.560.663
TA-00145;S-0066;01/06/2013;0;0;Yes;250;308.530.349.482.259
TA-00147;S-0066;01/06/2013;0;0;Yes;1;22.067.292.444.484
TA-00147;S-0066;01/06/2013;0;0;Yes;2;125.025.734.046.282
TA-00147;S-0066;01/06/2013;0;0;Yes;5;676.318.556.890.326
TA-00147;S-0066;01/06/2013;0;0;Yes;10;484.912.893.730.908
TA-00147;S-0066;01/06/2013;0;0;Yes;25;370.292.060.559.862
TA-00147;S-0066;01/06/2013;0;0;Yes;50;338.576.587.303.795
TA-00147;S-0066;01/06/2013;0;0;Yes;100;324.666.292.016.047
TA-00147;S-0066;01/06/2013;0;0;Yes;250;316.041.908.937.643
TA-00148;S-0066;11/08/2013;0;0;Yes;1;218.280.353.655.347
TA-00148;S-0066;11/08/2013;0;0;Yes;2;12.263.316.325.679
TA-00148;S-0066;11/08/2013;0;0;Yes;5;652.392.848.995.398
TA-00148;S-0066;11/08/2013;0;0;Yes;10;461.265.391.741.736
TA-00148;S-0066;11/08/2013;0;0;Yes;25;346.366.352.664.934
TA-00148;S-0066;11/08/2013;0;0;Yes;50;314.929.085.314.623
TA-00148;S-0066;11/08/2013;0;0;Yes;100;30.074.058.412.112
TA-00148;S-0066;11/08/2013;0;0;Yes;250;292.394.406.948.471
TA-00149;S-0066;11/08/2013;0;0;Yes;1;217.612.659.481.535
TA-00149;S-0066;11/08/2013;0;0;Yes;2;121.965.469.082.978
TA-00149;S-0066;11/08/2013;0;0;Yes;5;645.715.907.257.279
TA-00149;S-0066;11/08/2013;0;0;Yes;10;454.588.450.003.617
TA-00149;S-0066;11/08/2013;0;0;Yes;25;339.689.410.926.815
TA-00149;S-0066;11/08/2013;0;0;Yes;50;308.252.143.576.504
TA-00149;S-0066;11/08/2013;0;0;Yes;100;294.063.642.383
TA-00149;S-0066;11/08/2013;0;0;Yes;250;285.717.465.210.351
TA-00150;S-0066;11/08/2013;0;0;Yes;1;218.280.353.655.347
TA-00150;S-0066;11/08/2013;0;0;Yes;2;12.263.316.325.679
TA-00150;S-0066;11/08/2013;0;0;Yes;5;652.392.848.995.398
TA-00150;S-0066;11/08/2013;0;0;Yes;10;461.265.391.741.736
TA-00150;S-0066;11/08/2013;0;0;Yes;25;346.366.352.664.934
TA-00150;S-0066;11/08/2013;0;0;Yes;50;314.929.085.314.623
